CleanedRegulatedEntityId,RegulatedEntityId,CleanedRegulatedEntityName,PartyName,PartyId,Political Leaning,Special Interest
1097,1097,David Hamilton,Labour Party,53,Political Party,Great Britain
1182,1182,David Hanson,Labour Party,53,Political Party,Great Britain
1079,1079,David Lammy,Labour Party,53,Political Party,Great Britain
1190,1190,David Marshall,Labour Party,53,Political Party,Great Britain
1590,1590,David Miliband,Labour Party,53,Political Party,Great Britain
1590,1624,David Miliband,Labour Party,53,Political Party,Great Britain
2809,2809,David Stewart,Labour Party,53,Political Party,Great Britain
1060,1060,David Sumberg,Labour Party,53,Political Party,Great Britain
1554,1554,Dawn Butler,Labour Party,53,Political Party,Great Britain
6843,6843,Dean Lockhart,Labour Party,53,Political Party,Great Britain
2523,2523,Deep Blue,Labour Party,53,Political Party,Great Britain
1174,1174,Denis Macshane,Labour Party,53,Political Party,Great Britain
1342,1342,Denis Murphy,Labour Party,53,Political Party,Great Britain
1326,1326,Dennis Turner,Labour Party,53,Political Party,Great Britain
1493,1493,Derek Vaughan,Labour Party,53,Political Party,Great Britain
1412,1412,Derek Wyatt,Labour Party,53,Political Party,Great Britain
1561,1561,Des Browne,Labour Party,53,Political Party,Great Britain
1614,1614,Desmond Turner,Labour Party,53,Political Party,Great Britain
1243,1243,Diana Mary Organ,Labour Party,53,Political Party,Great Britain
1488,1488,Diana Ruth Johnson,Labour Party,53,Political Party,Great Britain
1218,1218,Diana Wallis,Labour Party,53,Political Party,Great Britain
1648,1648,Diane Abbott,Labour Party,53,Political Party,Great Britain
1558,1558,Doug Naysmith,Labour Party,53,Political Party,Great Britain
1616,1616,Douglas Alexander,Labour Party,53,Political Party,Great Britain
1191,1191,Douglas Henderson,Labour Party,53,Political Party,Great Britain
1799,1799,Ed Miliband,Labour Party,53,Political Party,Great Britain
8025,8025,Eddie Hughes,Labour Party,53,Political Party,Great Britain
1623,1623,Edward Balls,Labour Party,53,Political Party,Great Britain
4177,4177,Edward Izzard,Labour Party,53,Political Party,Great Britain
1196,1196,Edward Mcmillan-Scott,Labour Party,53,Political Party,Great Britain
1622,1622,Edward Miliband,Labour Party,53,Political Party,Great Britain
1552,1552,Edward Timpson,Labour Party,53,Political Party,Great Britain
1584,1584,Edwina Hart Am,Labour Party,53,Political Party,Great Britain
9206,9206,Elizabeth Savage,Labour Party,53,Political Party,Great Britain
1236,1236,Eluned Morgan,Labour Party,53,Political Party,Great Britain
1395,1395,Emily Thornberry,Labour Party,53,Political Party,Great Britain
2105,2105,Emma Lewell-Buck,Labour Party,53,Political Party,Great Britain
1583,1583,Emma Reynolds,Labour Party,53,Political Party,Great Britain
1583,1656,Emma Reynolds,Labour Party,53,Political Party,Great Britain
1159,1159,Eric Illsley,Labour Party,53,Political Party,Great Britain
1490,1490,Eric Joyce,Labour Party,53,Political Party,Great Britain
1265,1265,Eryl Mcnally,Labour Party,53,Political Party,Great Britain
1449,1449,Fabian Hamilton,Labour Party,53,Political Party,Great Britain
1895,1895,Fabian Society,Labour Party,53,Political Party,Great Britain
6783,6783,Faisal Rashid,Labour Party,53,Political Party,Great Britain
4157,4157,Flick Drummond,Labour Party,53,Political Party,Great Britain
1397,1397,Floyd Millen,Labour Party,53,Political Party,Great Britain
1544,1544,Focus On Scotland,Labour Party,53,Political Party,Great Britain
1171,1171,Frank Cook,Labour Party,53,Political Party,Great Britain
1387,1387,Frank Dobson,Labour Party,53,Political Party,Great Britain
1202,1202,Frank Doran,Labour Party,53,Political Party,Great Britain
2102,2102,Frank Field,Labour Party,53,Political Party,Great Britain
1116,1116,Frank Roy,Labour Party,53,Political Party,Great Britain
6801,6801,Franklin Roe,Labour Party,53,Political Party,Great Britain
1069,1069,Fraser Kemp,Labour Party,53,Political Party,Great Britain
1819,1819,Gareth R Thomas,Labour Party,53,Political Party,Great Britain
2855,2855,Gareth Thomas,Labour Party,53,Political Party,Great Britain
6539,6539,Gareth Wallace,Labour Party,53,Political Party,Great Britain
3930,3930,Gary Godden,Labour Party,53,Political Party,Great Britain
1082,1082,Gary Titley,Labour Party,53,Political Party,Great Britain
2106,2106,Gavin Shuker,Labour Party,53,Political Party,Great Britain
1094,1094,Gavin Strang,Labour Party,53,Political Party,Great Britain
1863,1863,Gemma Doyle,Labour Party,53,Political Party,Great Britain
1383,1383,Geoff Hoon,Labour Party,53,Political Party,Great Britain
1256,1256,Geoffrey Van Orden,Labour Party,53,Political Party,Great Britain
2588,2588,George Eustice,Labour Party,53,Political Party,Great Britain
2298,2298,George Ferguson,Labour Party,53,Political Party,Great Britain
1269,1269,George Foulkes,Labour Party,53,Political Party,Great Britain
2000,2000,George Galloway,Labour Party,53,Political Party,Great Britain
1936,1936,George Mudie,Labour Party,53,Political Party,Great Britain
1617,1617,Gerald Howarth,Labour Party,53,Political Party,Great Britain
1128,1128,Gerald Kaufman,Labour Party,53,Political Party,Great Britain
1781,1781,Gerry Sutcliffe,Labour Party,53,Political Party,Great Britain
6779,6779,Gill Furniss,Labour Party,53,Political Party,Great Britain
1601,1601,Gillian Merron,Labour Party,53,Political Party,Great Britain
1263,1263,Gisela Stuart,Labour Party,53,Political Party,Great Britain
1398,1398,Glenis Willmott,Labour Party,53,Political Party,Great Britain
1998,1998,Gloria De Piero,Labour Party,53,Political Party,Great Britain
6305,6305,Glyn Davies,Labour Party,53,Political Party,Great Britain
1285,1285,Glyn Ford,Labour Party,53,Political Party,Great Britain
1389,1389,Gordon Brown,Labour Party,53,Political Party,Great Britain
1389,1641,Gordon Brown,Labour Party,53,Political Party,Great Britain
2828,2828,Gordon Matheson,Labour Party,53,Political Party,Great Britain
1508,1508,Graham Allen,Labour Party,53,Political Party,Great Britain
2059,2059,Graham Jones,Labour Party,53,Political Party,Great Britain
1502,1502,Graham Stringer,Labour Party,53,Political Party,Great Britain
1057,1057,Graham Watson,Labour Party,53,Political Party,Great Britain
1629,1629,Grahame Morris,Labour Party,53,Political Party,Great Britain
1571,1571,Greg Hands,Labour Party,53,Political Party,Great Britain
1826,1826,Greg Knight,Labour Party,53,Political Party,Great Britain
1817,1817,Greg Mulholland,Labour Party,53,Political Party,Great Britain
1214,1214,Greg Pope,Labour Party,53,Political Party,Great Britain
1853,1853,Gregg Mcclymont,Labour Party,53,Political Party,Great Britain
1252,1252,Gwyn Prosser,Labour Party,53,Political Party,Great Britain
1902,1902,Hanzala Malik,Labour Party,53,Political Party,Great Britain
1320,1320,Harriet Harman,Labour Party,53,Political Party,Great Britain
1320,1386,Harriet Harman,Labour Party,53,Political Party,Great Britain
1282,1282,Harry Cohen,Labour Party,53,Political Party,Great Britain
1381,1381,Hazel Blears,Labour Party,53,Political Party,Great Britain
1649,1649,Heidi Alexander,Labour Party,53,Political Party,Great Britain
9205,9205,Heidi Allen,Labour Party,53,Political Party,Great Britain
1999,1999,Helen Goodman,Labour Party,53,Political Party,Great Britain
2296,2296,Helen Hayes,Labour Party,53,Political Party,Great Britain
1247,1247,Helen Jackson,Labour Party,53,Political Party,Great Britain
1212,1212,Helen Jones,Labour Party,53,Political Party,Great Britain
6484,6484,Henry Porter,Labour Party,53,Political Party,Great Britain
1538,1538,Hilary Armstrong,Labour Party,53,Political Party,Great Britain
1384,1384,Hilary Benn,Labour Party,53,Political Party,Great Britain
2843,2843,Holly Lynch,Labour Party,53,Political Party,Great Britain
1105,1105,Howard Stoate,Labour Party,53,Political Party,Great Britain
1089,1089,Hugh Bayley,Labour Party,53,Political Party,Great Britain
6780,6780,Hugh Gaffney,Labour Party,53,Political Party,Great Britain
1667,1667,Huw Irranca-Davies,Labour Party,53,Political Party,Great Britain
1604,1604,Huw Lewis Am,Labour Party,53,Political Party,Great Britain
6799,6799,Iain Carter,Labour Party,53,Political Party,Great Britain
1823,1823,Iain Duncan Smith,Labour Party,53,Political Party,Great Britain
1517,1517,Iain Gray,Labour Party,53,Political Party,Great Britain
1461,1461,Iain Wright,Labour Party,53,Political Party,Great Britain
2217,2217,Ian Austin,Labour Party,53,Political Party,Great Britain
1148,1148,Ian Davidson,Labour Party,53,Political Party,Great Britain
1100,1100,Ian Hudghton,Labour Party,53,Political Party,Great Britain
2522,2522,Ian Lavery,Labour Party,53,Political Party,Great Britain
1643,1643,Ian Lucas,Labour Party,53,Political Party,Great Britain
1556,1556,Ian Mccartney,Labour Party,53,Political Party,Great Britain
6306,6306,Ian Mearns,Labour Party,53,Political Party,Great Britain
1854,1854,Ian Murray,Labour Party,53,Political Party,Great Britain
6553,6553,Imran Hussain,Labour Party,53,Political Party,Great Britain
1559,1559,Isabel Owen,Labour Party,53,Political Party,Great Britain
1453,1453,Ivan Lewis,Labour Party,53,Political Party,Great Britain
2129,2129,Ivana Bartoletti,Labour Party,53,Political Party,Great Britain
6399,6399,Jack Dromey,Labour Party,53,Political Party,Great Britain
2022,2022,Jack Lopresti,Labour Party,53,Political Party,Great Britain
9222,9222,Jack Rankin,Labour Party,53,Political Party,Great Britain
1539,1539,Jack Straw,Labour Party,53,Political Party,Great Britain
2218,2218,Jackie Doyle-Price,Labour Party,53,Political Party,Great Britain
1215,1215,Jackie Lawrence,Labour Party,53,Political Party,Great Britain
6859,6859,Jackson Carlaw,Labour Party,53,Political Party,Great Britain
1059,1059,Jacqueline Foster,Labour Party,53,Political Party,Great Britain
2173,2173,Jake Berry,Labour Party,53,Political Party,Great Britain
1077,1077,James Bovan,Labour Party,53,Political Party,Great Britain
1119,1119,James Chapman,Labour Party,53,Political Party,Great Britain
2323,2323,James Clappison,Labour Party,53,Political Party,Great Britain
1434,1434,James Devine,Labour Party,53,Political Party,Great Britain
1193,1193,James Elles,Labour Party,53,Political Party,Great Britain
2223,2223,James Heappy,Labour Party,53,Political Party,Great Britain
1551,1551,James Mcgovern,Labour Party,53,Political Party,Great Britain
1108,1108,James Provan,Labour Party,53,Political Party,Great Britain
1261,1261,James Purnell,Labour Party,53,Political Party,Great Britain
2150,2150,James Watkins,Labour Party,53,Political Party,Great Britain
5266,5266,Jamie Greene,Labour Party,53,Political Party,Great Britain
2891,2891,Jamie Reed,Labour Party,53,Political Party,Great Britain
1577,1577,Jamieson Ronald Reed,Labour Party,53,Political Party,Great Britain
1585,1585,Jane Kennedy,Labour Party,53,Political Party,Great Britain
1354,1354,Janet Anderson,Labour Party,53,Political Party,Great Britain
6842,6842,Janet Daby,Labour Party,53,Political Party,Great Britain
2112,2112,Jayne Shotton,Labour Party,53,Political Party,Great Britain
1232,1232,Jean Lambert,Labour Party,53,Political Party,Great Britain
1213,1213,Jeff Ennis,Labour Party,53,Political Party,Great Britain
4109,4109,Jeff Smith,Labour Party,53,Political Party,Great Britain
1195,1195,Jeffrey Titford,Labour Party,53,Political Party,Great Britain
5270,5270,Jenny Gilruth,Labour Party,53,Political Party,Great Britain
1543,1543,Jenny Randerson Am,Labour Party,53,Political Party,Great Britain
9110,9110,Jenny Rathbone,Labour Party,53,Political Party,Great Britain
6675,6675,Jeremy Balfour,Labour Party,53,Political Party,Great Britain
1600,1600,Jeremy Corbyn,Labour Party,53,Political Party,Great Britain
4156,4156,Jeremy Peter Middleton,Labour Party,53,Political Party,Great Britain
3964,3964,Jess Phillips,Labour Party,53,Political Party,Great Britain
1842,1842,Jesse Norman,Labour Party,53,Political Party,Great Britain
1362,1362,Jessica Morden,Labour Party,53,Political Party,Great Britain
1234,1234,Jim Cousins,Labour Party,53,Political Party,Great Britain
1852,1852,Jim Dobbin,Labour Party,53,Political Party,Great Britain
1353,1353,Jim Dowd,Labour Party,53,Political Party,Great Britain
2188,2188,Jim Eadie,Labour Party,53,Political Party,Great Britain
1424,1424,Jim Fitzpatrick,Labour Party,53,Political Party,Great Britain
1802,1802,Jim Murphy,Labour Party,53,Political Party,Great Britain
1472,1472,Jim Sheridan,Labour Party,53,Political Party,Great Britain
1081,1081,Jimmy Hood,Labour Party,53,Political Party,Great Britain
6424,6424,Jo Churchill,Labour Party,53,Political Party,Great Britain
3932,3932,Jo Stevens,Labour Party,53,Political Party,Great Britain
1331,1331,Joan Humble,Labour Party,53,Political Party,Great Britain
1536,1536,Joan Ryan,Labour Party,53,Political Party,Great Britain
1850,1850,Johann Lamont,Labour Party,53,Political Party,Great Britain
1146,1146,John Austin,Labour Party,53,Political Party,Great Britain
1528,1528,John Battle,Labour Party,53,Political Party,Great Britain
2868,2868,John Bell,Labour Party,53,Political Party,Great Britain
2082,2082,John Biggs,Labour Party,53,Political Party,Great Britain
1197,1197,John C. Bowis,Labour Party,53,Political Party,Great Britain
1090,1090,John Cummings,Labour Party,53,Political Party,Great Britain
1836,1836,John Denham,Labour Party,53,Political Party,Great Britain
1316,1316,John Grogan,Labour Party,53,Political Party,Great Britain
1796,1796,John Healey,Labour Party,53,Political Party,Great Britain
1231,1231,John Lyons,Labour Party,53,Political Party,Great Britain
1248,1248,John Mann,Labour Party,53,Political Party,Great Britain
1375,1375,John Mcdonnell,Labour Party,53,Political Party,Great Britain
1207,1207,John Mcfall,Labour Party,53,Political Party,Great Britain
1542,1542,John Prescott,Labour Party,53,Political Party,Great Britain
1200,1200,John Purvis,Labour Party,53,Political Party,Great Britain
1573,1573,John Reid,Labour Party,53,Political Party,Great Britain
1106,1106,John Robertson,Labour Party,53,Political Party,Great Britain
1298,1298,John Spellar,Labour Party,53,Political Party,Great Britain
2740,2740,John Stevenson,Labour Party,53,Political Party,Great Britain
2360,2360,John Woodcock,Labour Party,53,Political Party,Great Britain
2598,2598,Johnny Mercer,Labour Party,53,Political Party,Great Britain
4093,4093,Jonathan Ashworth,Labour Party,53,Political Party,Great Britain
1377,1377,Jonathan Cruddas,Labour Party,53,Political Party,Great Britain
1377,1410,Jonathan Cruddas,Labour Party,53,Political Party,Great Britain
1676,1676,Jonathan Edwards,Labour Party,53,Political Party,Great Britain
2004,2004,Jonathan Reynolds,Labour Party,53,Political Party,Great Britain
6590,6590,Joseph Johnson,Labour Party,53,Political Party,Great Britain
6813,6813,Judith Cummins,Labour Party,53,Political Party,Great Britain
2111,2111,Judith Kirton-Darling,Labour Party,53,Political Party,Great Britain
1537,1537,Julie Elliott,Labour Party,53,Political Party,Great Britain
1407,1407,Julie Morgan,Labour Party,53,Political Party,Great Britain
2132,2132,Kamaljeet Jandu,Labour Party,53,Political Party,Great Britain
1314,1314,Karen Buck,Labour Party,53,Political Party,Great Britain
6427,6427,Karin Smyth,Labour Party,53,Political Party,Great Britain
3933,3933,Karl Turner,Labour Party,53,Political Party,Great Britain
4105,4105,Kate Green,Labour Party,53,Political Party,Great Britain
1678,1678,Kate Hoey,Labour Party,53,Political Party,Great Britain
6400,6400,Kate Hollern,Labour Party,53,Political Party,Great Britain
2858,2858,Kate Osamor,Labour Party,53,Political Party,Great Britain
1417,1417,Katy Clark,Labour Party,53,Political Party,Great Britain
6345,6345,Keir Starmer,Labour Party,53,Political Party,Great Britain
1255,1255,Keith Bradley,Labour Party,53,Political Party,Great Britain
1527,1527,Keith Hill,Labour Party,53,Political Party,Great Britain
1372,1372,Keith Vaz,Labour Party,53,Political Party,Great Britain
1868,1868,Ken Macintosh,Labour Party,53,Political Party,Great Britain
1324,1324,Ken Purchase,Labour Party,53,Political Party,Great Britain
1379,1379,Kerry Mccarthy,Labour Party,53,Political Party,Great Britain
1308,1308,Kevan Jones,Labour Party,53,Political Party,Great Britain
2321,2321,Kevin Barron,Labour Party,53,Political Party,Great Britain
1181,1181,Kevin Brennan,Labour Party,53,Political Party,Great Britain
1140,1140,Kevin Mcnamara,Labour Party,53,Political Party,Great Britain
2559,2559,Kezia Dugdale,Labour Party,53,Political Party,Great Britain
6781,6781,Khalid Mahmood,Labour Party,53,Political Party,Great Britain
10231,10231,Laura Evans,Labour Party,53,Political Party,Great Britain
1155,1155,Laura Moffatt,Labour Party,53,Political Party,Great Britain
1470,1470,Laurence Carmichael,Labour Party,53,Political Party,Great Britain
1233,1233,Lembit Opik,Labour Party,53,Political Party,Great Britain
1233,1547,Lembit Opik,Labour Party,53,Political Party,Great Britain
1523,1523,Lewis Macdonald,Labour Party,53,Political Party,Great Britain
1259,1259,Lewis Moonie,Labour Party,53,Political Party,Great Britain
1646,1646,Lgbtory,Labour Party,53,Political Party,Great Britain
1541,1541,Liam Byrne,Labour Party,53,Political Party,Great Britain
6551,6551,Lilian Greenwood,Labour Party,53,Political Party,Great Britain
1476,1476,Linda Gilroy,Labour Party,53,Political Party,Great Britain
1132,1132,Linda Mcavan,Labour Party,53,Political Party,Great Britain
1458,1458,Linda Riordan,Labour Party,53,Political Party,Great Britain
2158,2158,Linda Woodings,Labour Party,53,Political Party,Great Britain
1574,1574,Lindsay Roy,Labour Party,53,Political Party,Great Britain
1707,1707,Lisa Nandy,Labour Party,53,Political Party,Great Britain
2829,2829,Liz Kendall,Labour Party,53,Political Party,Great Britain
6376,6376,Liz Mcinnes,Labour Party,53,Political Party,Great Britain
6814,6814,Liz Saville Roberts,Labour Party,53,Political Party,Great Britain
6633,6633,Lloyd Russell-Moyle,Labour Party,53,Political Party,Great Britain
9111,9111,Llyr Gruffydd Am,Labour Party,53,Political Party,Great Britain
1226,1226,Lorna Fitzsimons,Labour Party,53,Political Party,Great Britain
6375,6375,Louise Haigh,Labour Party,53,Political Party,Great Britain
1806,1806,Luciana Berger,Labour Party,53,Political Party,Great Britain
2098,2098,Lucy Anderson,Labour Party,53,Political Party,Great Britain
4104,4104,Lucy Frazer,Labour Party,53,Political Party,Great Britain
2003,2003,Lucy Powell,Labour Party,53,Political Party,Great Britain
2147,2147,Lutfur Rahman,Labour Party,53,Political Party,Great Britain
1560,1560,Lyn Brown,Labour Party,53,Political Party,Great Britain
1121,1121,Lynne Jones,Labour Party,53,Political Party,Great Britain
1456,1456,Madeleine Moon,Labour Party,53,Political Party,Great Britain
1578,1578,Malcolm Wicks,Labour Party,53,Political Party,Great Britain
9109,9109,Mandy Jones Am,Labour Party,53,Political Party,Great Britain
1553,1553,Margaret Beckett,Labour Party,53,Political Party,Great Britain
2093,2093,Margaret Hodge,Labour Party,53,Political Party,Great Britain
2131,2131,Margaret Hughes,Labour Party,53,Political Party,Great Britain
2189,2189,Margaret Mitchell,Labour Party,53,Political Party,Great Britain
1293,1293,Margaret Moran,Labour Party,53,Political Party,Great Britain
6489,6489,Marie Rimmer,Labour Party,53,Political Party,Great Britain
9223,9223,Mario Creatura,Labour Party,53,Political Party,Great Britain
1428,1428,Mark Adrian Clarke,Labour Party,53,Political Party,Great Britain
2747,2747,Mark Bradshaw,Labour Party,53,Political Party,Great Britain
1483,1483,Mark Coote,Labour Party,53,Political Party,Great Britain
7933,7933,Mark Drakeford,Labour Party,53,Political Party,Great Britain
1223,1223,Mark Fisher,Labour Party,53,Political Party,Great Britain
1419,1419,Mark Hendrick,Labour Party,53,Political Party,Great Britain
6623,6623,Mark Isherwood,Labour Party,53,Political Party,Great Britain
3966,3966,Mark Macmillan,Labour Party,53,Political Party,Great Britain
1533,1533,Mark Todd,Labour Party,53,Political Party,Great Britain
1436,1436,Martin Linton,Labour Party,53,Political Party,Great Britain
1240,1240,Martin Salter,Labour Party,53,Political Party,Great Britain
1126,1126,Martyn Jones,Labour Party,53,Political Party,Great Britain
4101,4101,Martyn Underhill,Labour Party,53,Political Party,Great Britain
1343,1343,Mary Creagh,Labour Party,53,Political Party,Great Britain
6871,6871,Mary Fee,Labour Party,53,Political Party,Great Britain
6620,6620,Mary Glindon,Labour Party,53,Political Party,Great Britain
1566,1566,Mary Jane Senior,Labour Party,53,Political Party,Great Britain
10227,10227,Matthew Barber,Labour Party,53,Political Party,Great Britain
2256,2256,Matthew Pennycook,Labour Party,53,Political Party,Great Britain
6863,6863,Maurice Corry,Labour Party,53,Political Party,Great Britain
5267,5267,Maurice Golden,Labour Party,53,Political Party,Great Britain
1923,1923,Meg Hillier,Labour Party,53,Political Party,Great Britain
1562,1562,Meg Munn,Labour Party,53,Political Party,Great Britain
2814,2814,Melanie Onn,Labour Party,53,Political Party,Great Britain
1129,1129,Michael Cashman,Labour Party,53,Political Party,Great Britain
1114,1114,Michael Clapham,Labour Party,53,Political Party,Great Britain
1170,1170,Michael Connarty,Labour Party,53,Political Party,Great Britain
1795,1795,Michael Dugher,Labour Party,53,Political Party,Great Britain
1795,2796,Michael Dugher,Labour Party,53,Political Party,Great Britain
1532,1532,Michael German,Labour Party,53,Political Party,Great Britain
1611,1611,Michael Jack,Labour Party,53,Political Party,Great Britain
1301,1301,Michael Martin,Labour Party,53,Political Party,Great Britain
1217,1217,Michael Mayes,Labour Party,53,Political Party,Great Britain
2251,2251,Michael Mccann,Labour Party,53,Political Party,Great Britain
1321,1321,Michael Russell,Labour Party,53,Political Party,Great Britain
6308,6308,Michael Tomlinson,Labour Party,53,Political Party,Great Britain
6308,9153,Michael Tomlinson,Labour Party,53,Political Party,Great Britain
6864,6864,Michelle Ballantyne,Labour Party,53,Political Party,Great Britain
2128,2128,Mick Antoniw,Labour Party,53,Political Party,Great Britain
1775,1775,Mike Freer,Labour Party,53,Political Party,Great Britain
5264,5264,Mike Wood,Labour Party,53,Political Party,Great Britain
1613,1613,Miss Christine Mccafferty,Labour Party,53,Political Party,Great Britain
6785,6785,Miss Kate Forbes,Labour Party,53,Political Party,Great Britain
2221,2221,Mohammad Asghar,Labour Party,53,Political Party,Great Britain
6627,6627,Mohammad Yasin,Labour Party,53,Political Party,Great Britain
1360,1360,Mohammed Sarwar,Labour Party,53,Political Party,Great Britain
1820,1820,Murdo Fraser,Labour Party,53,Political Party,Great Britain
2133,2133,Nancy Platts,Labour Party,53,Political Party,Great Britain
4019,4019,Naz Shah,Labour Party,53,Political Party,Great Britain
6776,6776,Neil Bibby,Labour Party,53,Political Party,Great Britain
1471,1471,Neil Carmichael,Labour Party,53,Political Party,Great Britain
7941,7941,Neil Coyle,Labour Party,53,Political Party,Great Britain
2594,2594,Neil Findlay,Labour Party,53,Political Party,Great Britain
2073,2073,Nic Dakin,Labour Party,53,Political Party,Great Britain
1054,1054,Nicholas Bethell,Labour Party,53,Political Party,Great Britain
1501,1501,Nicholas Bourne Am,Labour Party,53,Political Party,Great Britain
1329,1329,Nicholas Brown,Labour Party,53,Political Party,Great Britain
1169,1169,Nicholas Palmer,Labour Party,53,Political Party,Great Britain
1474,1474,Nicholas Soames,Labour Party,53,Political Party,Great Britain
1526,1526,Nick Ainger,Labour Party,53,Political Party,Great Britain
1645,1645,Nick Boles,Labour Party,53,Political Party,Great Britain
1576,1576,Nick Griffin,Labour Party,53,Political Party,Great Britain
1878,1878,Nick Smith,Labour Party,53,Political Party,Great Britain
1300,1300,Nicky Gavron,Labour Party,53,Political Party,Great Britain
1309,1309,Nicolla Page,Labour Party,53,Political Party,Great Britain
2810,2810,Nusrat Ghani,Labour Party,53,Political Party,Great Britain
5286,5286,Oliver Mundell,Labour Party,53,Political Party,Great Britain
1634,1634,Oona King,Labour Party,53,Political Party,Great Britain
5283,5283,Owen Smith,Labour Party,53,Political Party,Great Britain
1684,1684,Pamela Nash,Labour Party,53,Political Party,Great Britain
1447,1447,Parmjit Dhanda,Labour Party,53,Political Party,Great Britain
4236,4236,Pat Mcfadden,Labour Party,53,Political Party,Great Britain
1512,1512,Patricia Hewitt,Labour Party,53,Political Party,Great Britain
1883,1883,Patrick Harvie,Labour Party,53,Political Party,Great Britain
4155,4155,Paul Bell,Labour Party,53,Political Party,Great Britain
1540,1540,Paul Blomfield,Labour Party,53,Political Party,Great Britain
2146,2146,Paul Brannen,Labour Party,53,Political Party,Great Britain
1325,1325,Paul Clark,Labour Party,53,Political Party,Great Britain
1446,1446,Paul Davies,Labour Party,53,Political Party,Great Britain
4154,4154,Paul Dennett,Labour Party,53,Political Party,Great Britain
1275,1275,Paul Flynn,Labour Party,53,Political Party,Great Britain
1253,1253,Paul Goggins,Labour Party,53,Political Party,Great Britain
1364,1364,Paul Murphy,Labour Party,53,Political Party,Great Britain
6815,6815,Paul Williams,Labour Party,53,Political Party,Great Britain
4099,4099,Paula Sherriff,Labour Party,53,Political Party,Great Britain
4102,4102,Peter Dowd,Labour Party,53,Political Party,Great Britain
1260,1260,Peter Hain,Labour Party,53,Political Party,Great Britain
1260,1378,Peter Hain,Labour Party,53,Political Party,Great Britain
1262,1262,Peter Kilfoyle,Labour Party,53,Political Party,Great Britain
3931,3931,Peter Kyle,Labour Party,53,Political Party,Great Britain
1359,1359,Phil Willis,Labour Party,53,Political Party,Great Britain
10266,10266,Phil Wilson,Labour Party,53,Political Party,Great Britain
1565,1565,Philip Allott,Labour Party,53,Political Party,Great Britain
1055,1055,Philip Bradbourne,Labour Party,53,Political Party,Great Britain
1086,1086,Philip Bushill-Matthews,Labour Party,53,Political Party,Great Britain
1567,1567,Philippa Stroud,Labour Party,53,Political Party,Great Britain
1516,1516,Phyllis Starkey,Labour Party,53,Political Party,Great Britain
1092,1092,Piara Khabra,Labour Party,53,Political Party,Great Britain
6691,6691,Preet Kaur Gill,Labour Party,53,Political Party,Great Britain
1131,1131,Quentin Davies,Labour Party,53,Political Party,Great Britain
5285,5285,Rachael Hamilton,Labour Party,53,Political Party,Great Britain
1409,1409,Rachel Reeves,Labour Party,53,Political Party,Great Britain
2593,2593,Raymond Finch,Labour Party,53,Political Party,Great Britain
4203,4203,Rebecca Bailey,Labour Party,53,Political Party,Great Britain
2326,2326,Rebecca Pow,Labour Party,53,Political Party,Great Britain
1862,1862,Rehman Chishti,Labour Party,53,Political Party,Great Britain
10262,10262,Resham Kotecha,Labour Party,53,Political Party,Great Britain
1896,1896,Rhoda Grant,Labour Party,53,Political Party,Great Britain
1916,1916,Richard Baker,Labour Party,53,Political Party,Great Britain
1062,1062,Richard Balfe,Labour Party,53,Political Party,Great Britain
1284,1284,Richard Burden,Labour Party,53,Political Party,Great Britain
6778,6778,Richard Burgon,Labour Party,53,Political Party,Great Britain
1443,1443,Richard Cook,Labour Party,53,Political Party,Great Britain
1302,1302,Richard Corbett,Labour Party,53,Political Party,Great Britain
1414,1414,Richard Howitt,Labour Party,53,Political Party,Great Britain
1032,1032,Richard Inglewood,Labour Party,53,Political Party,Great Britain
1032,1085,Richard Inglewood,Labour Party,53,Political Party,Great Britain
6697,6697,Richard Leonard,Labour Party,53,Political Party,Great Britain
6870,6870,Richard Lyle,Labour Party,53,Political Party,Great Britain
6626,6626,Richard Minshull,Labour Party,53,Political Party,Great Britain
6546,6546,Robert Brian Hamill,Labour Party,53,Political Party,Great Britain
1900,1900,Robert Flello,Labour Party,53,Political Party,Great Britain
1030,1030,Robert Laxton,Labour Party,53,Political Party,Great Britain
1206,1206,Robert N Wareing,Labour Party,53,Political Party,Great Britain
1201,1201,Robert Sturdy,Labour Party,53,Political Party,Great Britain
1439,1439,Roberta Blackman-Woods,Labour Party,53,Political Party,Great Britain
1294,1294,Robin Cook,Labour Party,53,Political Party,Great Britain
1145,1145,Roger Berry,Labour Party,53,Political Party,Great Britain
1026,1026,Roger Casale,Labour Party,53,Political Party,Great Britain
1083,1083,Roger Godsiff,Labour Party,53,Political Party,Great Britain
1101,1101,Roger Helmer,Labour Party,53,Political Party,Great Britain
2174,2174,Ronnie Campbell,Labour Party,53,Political Party,Great Britain
1639,1639,Rory Stewart,Labour Party,53,Political Party,Great Britain
1530,1530,Rosalind Scott,Labour Party,53,Political Party,Great Britain
1127,1127,Rosemary Mckenna,Labour Party,53,Political Party,Great Britain
6592,6592,Rosena Allin-Khan,Labour Party,53,Political Party,Great Britain
1385,1385,Rosie Cooper,Labour Party,53,Political Party,Great Britain
8019,8019,Rosie Duffield,Labour Party,53,Political Party,Great Britain
1322,1322,Ross Cranston,Labour Party,53,Political Party,Great Britain
2259,2259,Rowenna Davis,Labour Party,53,Political Party,Great Britain
1027,1027,Roy Perry,Labour Party,53,Political Party,Great Britain
1051,1051,Rudi Vis,Labour Party,53,Political Party,Great Britain
