CleanedRegulatedEntityId,RegulatedEntityId,CleanedRegulatedEntityName,PartyName,PartyId,Political Leaning,Special Interest
6854,6854,Stephen Kerr,Conservative And Unionist Party,52,Political Party,Great Britain
1729,1729,Stephen Mcpartland,Conservative And Unionist Party,52,Political Party,Great Britain
1893,1893,Stephen Metcalfe,Conservative And Unionist Party,52,Political Party,Great Britain
1800,1800,Stephen Mosley,Conservative And Unionist Party,52,Political Party,Great Britain
4018,4018,Stephen Phillips,Conservative And Unionist Party,52,Political Party,Great Britain
1184,1184,Stephen R O'Brien,Conservative And Unionist Party,52,Political Party,Great Britain
1851,1851,Stuart Andrew,Conservative And Unionist Party,52,Political Party,Great Britain
1160,1160,Sydney Chapman,Conservative And Unionist Party,52,Political Party,Great Britain
2821,2821,Tania Mathias,Conservative And Unionist Party,52,Political Party,Great Britain
1187,1187,Teddy Taylor,Conservative And Unionist Party,52,Political Party,Great Britain
1296,1296,Theresa May,Conservative And Unionist Party,52,Political Party,Great Britain
1134,1134,Theresa Villiers,Conservative And Unionist Party,52,Political Party,Great Britain
1066,1066,Tim Boswell,Conservative And Unionist Party,52,Political Party,Great Britain
1080,1080,Tim Collins,Conservative And Unionist Party,52,Political Party,Great Britain
1205,1205,Tim Loughton,Conservative And Unionist Party,52,Political Party,Great Britain
1227,1227,Tim Yeo,Conservative And Unionist Party,52,Political Party,Great Britain
1568,1568,Timothy Kirkhope,Conservative And Unionist Party,52,Political Party,Great Britain
1368,1368,Tobias Ellwood,Conservative And Unionist Party,52,Political Party,Great Britain
1072,1072,Tony Baldry,Conservative And Unionist Party,52,Political Party,Great Britain
2455,2455,Tracey Crouch,Conservative And Unionist Party,52,Political Party,Great Britain
7943,7943,Trudy Harrison,Conservative And Unionist Party,52,Political Party,Great Britain
1103,1103,Virginia Bottomley,Conservative And Unionist Party,52,Political Party,Great Britain
1594,1594,William Cash,Conservative And Unionist Party,52,Political Party,Great Britain
1607,1607,William Hague,Conservative And Unionist Party,52,Political Party,Great Britain
5265,5265,William Wragg,Conservative And Unionist Party,52,Political Party,Great Britain
2869,2869,Zac Goldsmith,Conservative And Unionist Party,52,Political Party,Great Britain
935,935,Conservative Rural Action Group,Conservative And Unionist Party,52,Political Party,Rural Affairs
52,52,Conservative And Unionist Party,Conservative And Unionist Party,52,Political Party,Great Britain
1052,1052,Bill Newton Dunn,Conservative And Unionist Party,52,Political Party,Great Britain
1052,1065,Bill Newton Dunn,Conservative And Unionist Party,52,Political Party,Great Britain
1304,1304,R Shannon,Democratic Unionist Party,1304,Political Party,Northern Ireland
1864,1864,Caroline Lucas,Green Party,63,Political Party,Green
63,63,Green Party,Green Party,63,Political Party,Green
1986,1986,Life,Independent,1986,Abortion,Great Britain
78,78,Communist Party Of Britain,Independent,78,Communist,Great Britain
3965,3965,Conservative Friends Of Chinese,Independent,3965,Conservative,Chinese
1305,1305,Conservative Christian Fellowship,Independent,1305,Conservative,Christian
1281,1281,Conservative Group For Europe,Independent,1281,Conservative,Europe
3950,3950,Conservatives In Ltd,Independent,3950,Conservative,Europe
9201,9201,Blue Collar Conservatism Ltd,Independent,9201,Conservative,Great Britain
1431,1431,Conservative/Unionist Members 1922 Committee,Independent,1431,Conservative,Great Britain
1279,1279,Conservatives For Change Ltd,Independent,1279,Conservative,Great Britain
1869,1869,Conservative Friends Of International Development,Independent,1869,Conservative,International
1418,1418,Conservative Muslim Forum,Independent,1418,Conservative,Islam
1418,2549,Conservative Muslim Forum,Independent,1418,Conservative,Islam
2190,2190,Society Of Conservative Lawyers,Independent,2190,Conservative,Law
1390,1390,Conservative Middle East Council,Independent,1390,Conservative,Middle East
2130,2130,Conservative Friends Of Pakistan,Independent,2130,Conservative,Pakistan
1615,1615,Conservative Friends Of Poland,Independent,1615,Conservative,Poland
2074,2074,Conservative Councillors' Association,Independent,2074,Conservative,Regional
5277,5277,Conservative Voice Limited,Independent,5277,Conservative,
1914,1914,Conservative Friends Of India,Independent,1914,Consevative,India
2329,2329,Better Together 2012 Ltd,Independent,2329,Europe,Europe
2307,2307,Campaign For British Influence In Europe Limited,Independent,2307,Europe,Europe
2304,2304,No Borders Campaign,Independent,2304,Europe,International
115,115,Prolife,Independent,115,Independent,Abortion
2623,2623,Cruelty Free International,Independent,2623,Independent,Animal Rights
939,939,League Against Cruel Sports (Uk) Limited,Independent,939,Independent,Animal Rights
939,6494,League Against Cruel Sports (Uk) Limited,Independent,939,Independent,Animal Rights
2745,2745,Network For Animals Ltd,Independent,2745,Independent,Animal Rights
2435,2435,Political Animal Lobby Ltd,Independent,2435,Independent,Animal Rights
954,954,Vote Cruelty Free,Independent,954,Independent,Animal Rights
922,922,Hope Not Hate Ltd,Independent,922,Independent,Anti Racist
922,2547,Hope Not Hate Ltd,Independent,922,Independent,Anti Racist
922,6348,Hope Not Hate Ltd,Independent,922,Independent,Anti Racist
924,924,Unite Against Fascism,Independent,924,Independent,Anti Racist
6719,6719,Veterans And People's Party,Independent,6719,Independent,Armed Forces
4114,4114,Veterans For Britain,Independent,4114,Independent,Armed Forces
4188,4188,Brexit Express,Independent,4188,Independent,Brexit
9050,9050,Brexit Express (Be),Independent,9050,Independent,Brexit
7931,7931,Brexit Party,Independent,7931,Independent,Brexit
4184,4184,Economists For Brexit,Independent,4184,Independent,Brexit
4212,4212,Economists For Remain,Independent,4212,Independent,Brexit
3953,3953,Grassroots Out Ltd,Independent,3953,Independent,Brexit
3974,3974,Leave.Eu Group Ltd,Independent,3974,Independent,Brexit
1017,1017,No Campaign Limited,Independent,1017,Independent,Brexit
744,744,No2Eu:Yes To Democracy,Independent,744,Independent,Brexit
744,2164,No2Eu:Yes To Democracy,Independent,744,Independent,Brexit
983,983,North East Says No Ltd,Independent,983,Independent,Brexit
6467,6467,Referendum Facts Ltd (Campaign Name: Infacts),Independent,6467,Independent,Brexit
6440,6440,Uk-Eu Open Policy Limited (Campaign Name: Best For Britain),Independent,6440,Independent,Brexit
730,730,Yes 2 Europe,Independent,730,Independent,Brexit
909,909,Yes Campaign Ltd,Independent,909,Independent,Brexit
1015,1015,Yes In May 2011 Ltd,Independent,1015,Independent,Brexit
974,974,Yes4Thenortheast,Independent,974,Independent,Brexit
392,392,"Christian Party ""Proclaiming Christ'S Lordship""",Independent,392,Independent,Christian
79,79,Christian Peoples Alliance,Independent,79,Independent,Christian
2383,2383,Christians For Independence,Independent,2383,Independent,Christian
2552,2552,Cannabis Is Safer Than Alcohol,Independent,2552,Independent,Drug Legalisation
19,19,Legalise Cannabis Alliance,Independent,19,Independent,Drug Legalisation
4022,4022,European Movement Of Uk Ltd,Independent,4022,Independent,Europe
6542,6542,European Research Group (Erg),Independent,6542,Independent,Europe
3942,3942,In Campaign Ltd,Independent,3942,Independent,Europe
4065,4065,Scientists For Eu Limited,Independent,4065,Independent,Europe
4027,4027,Trade Unionists Against European Union,Independent,4027,Independent,Europe
3945,3945,Vote Leave Limited,Independent,3945,Independent,Europe
4139,4139,We Are Europe,Independent,4139,Independent,Europe
67,67,Alliance For Green Socialism,Independent,67,Independent,Green
4046,4046,Friends Of Earth Trust,Independent,4046,Independent,Green
2736,2736,British Institute Of Human Rights,Independent,2736,Independent,Human Rights
532,532,Mums' Army,Independent,532,Independent,Mothers
605,605,Mums4Justice,Independent,605,Independent,Mothers
2489,2489,Campaign For Nuclear Disarmament,Independent,2489,Independent,Nuclear Disarmament
2489,2657,Campaign For Nuclear Disarmament,Independent,2489,Independent,Nuclear Disarmament
6739,6739,Duma Polska = Polish Pride,Independent,6739,Independent,Poland
2599,2599,Britain Yearly Meeting Of Religious Society Of Friends (Quakers),Independent,2599,Independent,Quakers
2599,6501,Britain Yearly Meeting Of Religious Society Of Friends (Quakers),Independent,2599,Independent,Quakers
3902,3902,Ashfield Independents,Independent,3902,Independent,Regional
1920,1920,Fulham Group,Independent,1920,Independent,Regional
9186,9186,London And Northern Dining Club,Independent,9186,Independent,Regional
4050,4050,London First,Independent,4050,Independent,Regional
1310,1310,Norris For London Campaign,Independent,1310,Independent,Regional
4010,4010,Northumberland Dining Club,Independent,4010,Independent,Regional
1404,1404,South Ribble Westminster Fund,Independent,1404,Independent,Regional
1621,1621,Spring Lunch,Independent,1621,Independent,Regional
2155,2155,Tower Hamlets First,Independent,2155,Independent,Regional
1619,1619,United & Cecil Club,Independent,1619,Independent,Regional
2055,2055,Yorkshire Party,Independent,2055,Independent,Regional
2427,2427,Cumbria Broadband Rural And Community Projects Limited,Independent,2427,Independent,Rural
617,617,Scottish Voice,Independent,617,Independent,Scotland
130,130,Scottish Green Party,Independent,130,Independent,"Scotland, Green"
623,623,Women4Theworld,Independent,623,Independent,Women
2755,2755,Women'S Equality Party,Independent,2755,Independent,Women
969,969,Young Britons' Foundation,Independent,969,Independent,Youth
968,968,A Minority Pastime Limited,Independent,968,Independent,Great Britain
2137,2137,All People'S Party,Independent,2137,Independent,Great Britain
3999,3999,Another Europe Is Possible,Independent,3999,Independent,Great Britain
4174,4174,Best For Our Future Ltd,Independent,4174,Independent,Great Britain
582,582,Blah Party,Independent,582,Independent,Great Britain
387,387,Blair Must Go Party,Independent,387,Independent,Great Britain
4079,4079,Bruges Group,Independent,4079,Independent,Great Britain
916,4003,Campaign For An Independent Britain Limited,Independent,916,Independent,Great Britain
2592,1980,Carlton Club,Independent,2592,Independent,Great Britain
2592,2592,Carlton Club,Independent,2592,Independent,Great Britain
2592,6901,Carlton Club,Independent,2592,Independent,Great Britain
914,914,Charter 88,Independent,914,Independent,Great Britain
375,375,Common Good,Independent,375,Independent,Great Britain
6502,6502,Compass,Independent,6502,Independent,Great Britain
1327,1327,Constituency Campaigning Services Board,Independent,1327,Independent,Great Britain
119,119,Co-Operative Party,Independent,119,Independent,Great Britain
4173,4173,Ddb Uk Limited,Independent,4173,Independent,Great Britain
4130,4130,Democracy Movement,Independent,4130,Independent,Great Britain
69,69,Democratic Party,Independent,69,Independent,Great Britain
958,958,Democratic Reform Company,Independent,958,Independent,Great Britain
1972,1972,Don'T Cook Party,Independent,1972,Independent,Great Britain
17,17,English Democrats,Independent,17,Independent,Great Britain
2578,2578,Fabian Society,Independent,2578,Independent,Great Britain
750,750,Fair Pay Fair Trade Party,Independent,750,Independent,Great Britain
827,827,Freedom And Responsibility,Independent,827,Independent,Great Britain
3979,3979,Global Britain Limited,Independent,3979,Independent,Great Britain
4001,4001,Go Movement Ltd,Independent,4001,Independent,Great Britain
4164,4164,Green-Leaves,Independent,4164,Independent,Great Britain
6603,6603,Hatch Connect Uk Ltd,Independent,6603,Independent,Great Britain
930,930,Howard'S End Ltd,Independent,930,Independent,Great Britain
4045,4045,Imaginexit Limited,Independent,4045,Independent,Great Britain
1023,1023,Imelda Mary Read,Independent,1023,Independent,Great Britain
9077,9077,Independent Group For Change,Independent,9077,Independent,Great Britain
746,746,Jury Team,Independent,746,Independent,Great Britain
695,695,Left List,Independent,695,Independent,Great Britain
2429,2429,Let'S Stay Together,Independent,2429,Independent,Great Britain
4120,4120,Michelle Ovens Ltd,Independent,4120,Independent,Great Britain
5253,5253,Momentum,Independent,5253,Independent,Great Britain
5253,6452,Momentum,Independent,5253,Independent,Great Britain
4185,4185,MusliFor Gb Limited,Independent,4185,Independent,Great Britain
352,352,New Party,Independent,352,Independent,Great Britain
2799,2799,No Balls Ball,Independent,2799,Independent,Great Britain
6462,6462,Open Britain Ltd,Independent,6462,Independent,Great Britain
133,133,Peace Party - Non-Violence Justice Environment,Independent,133,Independent,Great Britain
285,285,People's Alliance,Independent,285,Independent,Great Britain
6468,6468,People's Assembly Against Austerity,Independent,6468,Independent,Great Britain
770,770,Pirate Party Uk,Independent,770,Independent,Great Britain
2149,2149,Policy Network And Communications Ltd,Independent,2149,Independent,Great Britain
742,742,Pro Democracy: Libertas.Eu,Independent,742,Independent,Great Britain
116,116,Progressive Democratic Party,Independent,116,Independent,Great Britain
1772,1772,Project Umubano,Independent,1772,Independent,Great Britain
4200,4200,Proud Robinson Ltd,Independent,4200,Independent,Great Britain
1365,1365,Quality Of Life Policy Group,Independent,1365,Independent,Great Britain
2652,2652,Radical Party,Independent,2652,Independent,Great Britain
6595,6595,Renew,Independent,6595,Independent,Great Britain
6470,6470,Represent Us Limited,Independent,6470,Independent,Great Britain
362,362,Respect Party,Independent,362,Independent,Great Britain
2451,2451,Rhun Ap Iorwerth,Independent,2451,Independent,Great Britain
9118,9118,Right To Vote,Independent,9118,Independent,Great Britain
243,243,Social Democratic Party,Independent,243,Independent,Great Britain
4135,4135,Social Market Foundation,Independent,4135,Independent,Great Britain
2145,2145,Thérèse Coffey,Independent,2145,Independent,Great Britain
941,941,Tmvo Ltd,Independent,941,Independent,Great Britain
849,849,Trust,Independent,849,Independent,Great Britain
936,936,Uncaged Campaigns Ltd,Independent,936,Independent,Great Britain
936,957,Uncaged Campaigns Ltd,Independent,936,Independent,Great Britain
424,424,Veritas,Independent,424,Independent,Great Britain
4189,4189,Virgin Management Limited,Independent,4189,Independent,Great Britain
956,956,Vote For A Change Ltd,Independent,956,Independent,Great Britain
937,937,Vote-Ok,Independent,937,Independent,Great Britain
928,928,Waging Peace,Independent,928,Independent,Great Britain
3989,3989,Wagtv Limited,Independent,3989,Independent,Great Britain
4171,4171,Wake Up And Vote,Independent,4171,Independent,Great Britain
882,882,We Demand A Referendum Now,Independent,882,Independent,Great Britain
2416,2416,Wfs2014 Ltd,Independent,2416,Independent,Great Britain
920,920,Working Hound Defence Campaign,Independent,920,Independent,Great Britain
6464,6464,World Transformed,Independent,6464,Independent,Great Britain
4144,4144,Labour Leave Limited,Independent,4144,Labour,Brexit
7916,7916,Remain Labour Ltd,Independent,7916,Labour,Brexit
2570,2570,Centre For Labour & Social Studies (Class),Independent,2570,Labour,Great Britain
3912,3912,Labour Together,Independent,3912,Labour,Great Britain
5279,5279,Saving Labour,Independent,5279,Labour,Great Britain
6485,6485,Labour Campaign For Human Rights,Independent,6485,Labour,Human Rights
2136,2136,Independent Labour Group,Independent,2136,Labour,Labour
2786,2786,Labour People Ltd,Independent,2786,Labour,Labour
1018,1739,Labour No To Av,Independent,1018,Labour,Political Reform
1618,1618,Islington Labour Group,Independent,1618,Labour,Regional
1762,1762,Liverpool Labour Group,Independent,1762,Labour,Regional
2403,2403,Redbridge Labour Group,Independent,2403,Labour,Regional
1730,1730,Labour Women'S Network,Independent,1730,Labour,Women
8021,8021,Labour For A Public-Vote,Independent,8021,Labour,Brexit
6670,6670,Labour Network In England Ltd,Independent,6670,Labour,England
4247,4247,Labour Tomorrow Ltd,Independent,4247,Labour,Great Britain
6541,6541,Labour Tribunes Group,Independent,6541,Labour,Great Britain
1647,1647,Liberal Democrat Friends Of Israel,Independent,1647,Liberal Demorcat,Israel
106,3960,British National Party,Independent,106,Nationalist,Great Britain
911,911,British Declaration Of Independence [The],Independent,911,Nationalist,Great Britain
916,916,Campaign For An Independent Britain Limited,Independent,916,Nationalist,Great Britain
117,117,National Front,Independent,117,Nationalist,Great Britain
736,736,United Kingdom First,Independent,736,Nationalist,Great Britain
1962,1962,Democracy 2015,Independent,1962,Political Reform,Great Britain
1731,1731,Movement For Change,Independent,1731,Political Reform,Great Britain
1710,1710,No To Av Yes To Pr,Independent,1710,Political Reform,Great Britain
1306,1306,Progress Ltd,Independent,1306,Progress,Great Britain
1278,1278,Parliamentary Mainstream,Independent,1278,Reform,Great Britain
2354,2354,Business For Scotland Ltd,Independent,2354,Scotland,Business
2431,2431,Better With Scotland,Independent,2431,Scotland,Regional
2420,2420,Scottish Research Society,Independent,2420,Scotland,Regional
10267,10267,Scottish Unionist Association Trust,Independent,10267,Scotland,Regional
2209,2209,Yes Scotland Limited,Independent,2209,Scotland,Regional
1025,1025,Christian Socialist Movement,Independent,1025,Socialist,Christian
1633,1633,Kenneth Livingstone,Independent,1633,Socialist,Great Britain
1633,1685,Kenneth Livingstone,Independent,1633,Socialist,Great Britain
1246,1246,Socialist Environment And Resources Association,Independent,1246,Socialist,Great Britain
73,73,Socialist Labour Party,Independent,73,Socialist,Great Britain
110,110,Socialist Party Of Great Britain,Independent,110,Socialist,Great Britain
804,804,Trade Unionist And Socialist Coalition,Independent,804,Socialist,Great Britain
46,46,Scottish Socialist Party,Independent,46,Socialist,Scotland
559,559,Socialist Alliance,Independent,559,Socialist,Great Britain
1277,1277,Tory Reform Group,Independent,1277,Tory,Great Britain
1432,1432,Women2Win,Independent,1432,Women,Great Britain
1209,1209,Mike Gapes,Independent,1209,Independent,Great Britain
250,250,Better Bedford Independent Party,Independent,250,Independent,Regional
786,786,Buckinghamshire Campaign For Democracy,Independent,786,Independent,Regional
979,979,County Durham Council Supporters Club,Independent,979,Independent,Regional
595,595,East Herts People,Independent,595,Independent,Regional
988,988,Friends Of Northumberland County (Fonc),Independent,988,Independent,Regional
44,44,Independent Kidderminster Hospital And Health Concern,Independent,44,Independent,Regional
840,840,Solihull And Meriden Residents Association,Independent,840,Independent,Regional
991,991,South East Northumberland Unitary Council,Independent,991,Independent,Regional
30,30,Upminster And Cranham Residents Association,Independent,30,Independent,Regional
331,331,Forward Wales,Independent,331,Independent,Wales
4142,4142,Wolfgang Tillmans,Labour Party,53,Political Party,Great Britain
1303,1303,A. A. Craig,Labour Party,53,Political Party,Great Britain
1135,1135,Adam Ingram,Labour Party,53,Political Party,Great Britain
2002,2002,Adrian Bailey,Labour Party,53,Political Party,Great Britain
9055,9055,Afzal Khan,Labour Party,53,Political Party,Great Britain
1382,1382,Alan Johnson,Labour Party,53,Political Party,Great Britain
1382,1839,Alan Johnson,Labour Party,53,Political Party,Great Britain
1099,1099,Alan Meale,Labour Party,53,Political Party,Great Britain
1391,1391,Alan Milburn,Labour Party,53,Political Party,Great Britain
6800,6800,Alan Waltham,Labour Party,53,Political Party,Great Britain
2460,2460,Albert Owen,Labour Party,53,Political Party,Great Britain
1636,1636,Alex Cunningham,Labour Party,53,Political Party,Great Britain
2846,2846,Alex Rowley,Labour Party,53,Political Party,Great Britain
9150,9150,Alex Sobel,Labour Party,53,Political Party,Great Britain
2097,2097,Alexandra Mayer,Labour Party,53,Political Party,Great Britain
3910,3910,Alison Mcgovern,Labour Party,53,Political Party,Great Britain
2362,2362,Alistair Darling,Labour Party,53,Political Party,Great Britain
9112,9112,Alun Davies,Labour Party,53,Political Party,Great Britain
1597,1597,Alun Michael,Labour Party,53,Political Party,Great Britain
1867,1867,Anas Sarwar,Labour Party,53,Political Party,Great Britain
1095,1095,Andrew Dismore,Labour Party,53,Political Party,Great Britain
1056,1056,Andrew Duff,Labour Party,53,Political Party,Great Britain
1448,1448,Andrew Gwynne,Labour Party,53,Political Party,Great Britain
7934,7934,Andrew Lewin,Labour Party,53,Political Party,Great Britain
1612,1612,Andrew Love,Labour Party,53,Political Party,Great Britain
1228,1228,Andrew Miller,Labour Party,53,Political Party,Great Britain
6538,6538,Andrew Milligan,Labour Party,53,Political Party,Great Britain
1521,1521,Andrew Palmer Kerr,Labour Party,53,Political Party,Great Britain
1630,1630,Andrew Perry,Labour Party,53,Political Party,Great Britain
1421,1421,Andrew Stunell,Labour Party,53,Political Party,Great Britain
1469,1469,Andy Burnham,Labour Party,53,Political Party,Great Britain
1469,1635,Andy Burnham,Labour Party,53,Political Party,Great Britain
2023,2023,Andy Mcdonald,Labour Party,53,Political Party,Great Britain
1406,1406,Andy Reed,Labour Party,53,Political Party,Great Britain
1392,1392,Andy Slaughter,Labour Party,53,Political Party,Great Britain
8015,8015,Andy Street,Labour Party,53,Political Party,Great Britain
6621,6621,Angela Burns,Labour Party,53,Political Party,Great Britain
2585,2585,Angela Eagle,Labour Party,53,Political Party,Great Britain
2134,2134,Angela Rayner,Labour Party,53,Political Party,Great Britain
4244,4244,Angela Smith,Labour Party,53,Political Party,Great Britain
2392,2392,Angus Macdonald,Labour Party,53,Political Party,Great Britain
2392,9056,Angus Macdonald,Labour Party,53,Political Party,Great Britain
1073,1073,Ann Mckechin,Labour Party,53,Political Party,Great Britain
6695,6695,Anna Mcmorrin,Labour Party,53,Political Party,Great Britain
1041,1041,Anne Begg,Labour Party,53,Political Party,Great Britain
1589,1589,Anne Mcguire,Labour Party,53,Political Party,Great Britain
1459,1459,Anne Snelgrove,Labour Party,53,Political Party,Great Britain
5271,5271,Annie Wells,Labour Party,53,Political Party,Great Britain
1525,1525,Annunziata Rees-Mogg,Labour Party,53,Political Party,Great Britain
2257,2257,Anthony Cox,Labour Party,53,Political Party,Great Britain
1328,1328,Anthony Rowlands,Labour Party,53,Political Party,Great Britain
1548,1548,Anthony Wright,Labour Party,53,Political Party,Great Britain
6556,6556,Antoinette Sandbach,Labour Party,53,Political Party,Great Britain
1194,1194,Arlene Mccarthy,Labour Party,53,Political Party,Great Britain
1315,1315,Ashok Kumar,Labour Party,53,Political Party,Great Britain
6713,6713,Aspire,Labour Party,53,Political Party,Great Britain
1696,1696,Austin Mitchell,Labour Party,53,Political Party,Great Britain
9183,9183,Bambos Charalambous,Labour Party,53,Political Party,Great Britain
1043,1043,Barbara Follett,Labour Party,53,Political Party,Great Britain
1451,1451,Barbara Keeley,Labour Party,53,Political Party,Great Britain
1220,1220,Barry Gardiner,Labour Party,53,Political Party,Great Britain
1237,1237,Barry Sheerman,Labour Party,53,Political Party,Great Britain
1198,1198,Bashir Khanbhai,Labour Party,53,Political Party,Great Britain
7917,7917,Ben Bradley,Labour Party,53,Political Party,Great Britain
1898,1898,Ben Bradshaw,Labour Party,53,Political Party,Great Britain
1242,1242,Ben Chapman,Labour Party,53,Political Party,Great Britain
2103,2103,Ben Gummer,Labour Party,53,Political Party,Great Britain
6846,6846,Ben Houchen,Labour Party,53,Political Party,Great Britain
2096,2096,Ben Wallace,Labour Party,53,Political Party,Great Britain
1487,1487,Benjamin Charles Tudor Jeffreys,Labour Party,53,Political Party,Great Britain
6540,6540,Beth Prescott,Labour Party,53,Political Party,Great Britain
6862,6862,Bill Bowman,Labour Party,53,Political Party,Great Britain
1522,1522,Bill Butler,Labour Party,53,Political Party,Great Britain
1774,1774,Bill Esterson,Labour Party,53,Political Party,Great Britain
1222,1222,Bill Miller,Labour Party,53,Political Party,Great Britain
1504,1504,Bill Olner,Labour Party,53,Political Party,Great Britain
1166,1166,Bill Rammell,Labour Party,53,Political Party,Great Britain
1111,1111,Bill Tynan,Labour Party,53,Political Party,Great Britain
9144,9144,Bim Afolami,Labour Party,53,Political Party,Great Britain
6543,6543,Bleddyn William Vaughan Rees,Labour Party,53,Political Party,Great Britain
1773,1773,Bob Ainsworth,Labour Party,53,Political Party,Great Britain
1792,1792,Bob Blackman,Labour Party,53,Political Party,Great Britain
1151,1151,Bob Blizzard,Labour Party,53,Political Party,Great Britain
1938,1938,Bob Russell,Labour Party,53,Political Party,Great Britain
6811,6811,Bob Seely,Labour Party,53,Political Party,Great Britain
4012,4012,Bob Stewart,Labour Party,53,Political Party,Great Britain
1376,1376,Brian Donohoe,Labour Party,53,Political Party,Great Britain
1123,1123,Brian Iddon,Labour Party,53,Political Party,Great Britain
1024,1024,Brian Simpson,Labour Party,53,Political Party,Great Britain
1118,1118,Brian White,Labour Party,53,Political Party,Great Britain
1801,1801,Bridget Phillipson,Labour Party,53,Political Party,Great Britain
1138,1138,Bridget Prentice,Labour Party,53,Political Party,Great Britain
1266,1266,Bruce George,Labour Party,53,Political Party,Great Britain
1926,1926,Caroline Flint,Labour Party,53,Political Party,Great Britain
1230,1230,Caroline Jackson,Labour Party,53,Political Party,Great Britain
7940,7940,Carolyn Harris,Labour Party,53,Political Party,Great Britain
1580,1580,Carwyn Jones Am,Labour Party,53,Political Party,Great Britain
1687,1687,Catherine Mckinnell,Labour Party,53,Political Party,Great Britain
2114,2114,Catherine West,Labour Party,53,Political Party,Great Britain
1518,1518,Cathy Jamieson,Labour Party,53,Political Party,Great Britain
1433,1433,Celia Barlow,Labour Party,53,Political Party,Great Britain
1388,1388,Charles Clarke,Labour Party,53,Political Party,Great Britain
1107,1107,Charles Tannock,Labour Party,53,Political Party,Great Britain
1529,1637,Charlie Elphicke,Labour Party,53,Political Party,Great Britain
1924,1924,Chinyelu Onwurah,Labour Party,53,Political Party,Great Britain
1442,1442,Chris Bryant,Labour Party,53,Political Party,Great Britain
4094,4094,Chris Davies,Labour Party,53,Political Party,Great Britain
4013,4013,Chris Evans,Labour Party,53,Political Party,Great Britain
1681,1681,Chris Heaton-Harris,Labour Party,53,Political Party,Great Britain
5282,5282,Chris Law,Labour Party,53,Political Party,Great Britain
4015,4015,Chris Leslie,Labour Party,53,Political Party,Great Britain
1455,1455,Chris Mole,Labour Party,53,Political Party,Great Britain
1168,1168,Chris Pond,Labour Party,53,Political Party,Great Britain
1877,1877,Chris Skidmore,Labour Party,53,Political Party,Great Britain
1172,1172,Chris Smith,Labour Party,53,Political Party,Great Britain
6329,6329,Chris Stephens,Labour Party,53,Political Party,Great Britain
6648,6648,Chris Thorne,Labour Party,53,Political Party,Great Britain
4107,4107,Christian Matheson,Labour Party,53,Political Party,Great Britain
1592,1592,Christine Russell,Labour Party,53,Political Party,Great Britain
1192,1192,Christopher Beazley,Labour Party,53,Political Party,Great Britain
1333,1333,Christopher Grayling,Labour Party,53,Political Party,Great Britain
1204,1204,Christopher Ruane,Labour Party,53,Political Party,Great Britain
1844,1844,Chuka Umunna,Labour Party,53,Political Party,Great Britain
6669,6669,Claire Clay,Labour Party,53,Political Party,Great Britain
1505,1505,Claire Curtis-Thomas,Labour Party,53,Political Party,Great Britain
1084,1084,Claire Ward,Labour Party,53,Political Party,Great Britain
6312,6312,Clare Haughey,Labour Party,53,Political Party,Great Britain
2151,2151,Clare Moody,Labour Party,53,Political Party,Great Britain
1349,1349,Clare Short,Labour Party,53,Political Party,Great Britain
1161,1161,Clive Betts,Labour Party,53,Political Party,Great Britain
1930,1930,Clive Grunshaw,Labour Party,53,Political Party,Great Britain
2842,2842,Clive Lewis,Labour Party,53,Political Party,Great Britain
1415,1415,Colin Burgon,Labour Party,53,Political Party,Great Britain
1323,1323,Colin Challen,Labour Party,53,Political Party,Great Britain
4237,4237,Conor Mcginn,Labour Party,53,Political Party,Great Britain
2819,2819,Craig Williams,Labour Party,53,Political Party,Great Britain
1216,1216,Dame Joan Ruddock,Labour Party,53,Political Party,Great Britain
1485,1485,Dame Louise Ellman,Labour Party,53,Political Party,Great Britain
6328,6328,Dame Rosie Winterton,Labour Party,53,Political Party,Great Britain
6630,6630,Damien Egan,Labour Party,53,Political Party,Great Britain
6593,6593,Dan Carden,Labour Party,53,Political Party,Great Britain
1935,1935,Dan Jarvis,Labour Party,53,Political Party,Great Britain
1183,1183,Dan Norris,Labour Party,53,Political Party,Great Britain
1109,1109,Daniel Hannan,Labour Party,53,Political Party,Great Britain
6674,6674,Daniel Johnson,Labour Party,53,Political Party,Great Britain
2892,2892,Daniel Zeichner,Labour Party,53,Political Party,Great Britain
1460,1460,Daria Jean Taylor,Labour Party,53,Political Party,Great Britain
4031,4031,Darren Grimes,Labour Party,53,Political Party,Great Britain
6853,6853,Darren Jones,Labour Party,53,Political Party,Great Britain
6622,6622,Darren Millar,Labour Party,53,Political Party,Great Britain
1258,1258,Dave Watts,Labour Party,53,Political Party,Great Britain
1348,1348,David Anderson,Labour Party,53,Political Party,Great Britain
1440,1440,David Blunkett,Labour Party,53,Political Party,Great Britain
1609,1609,David Borrow,Labour Party,53,Political Party,Great Britain
1249,1249,David Cairns,Labour Party,53,Political Party,Great Britain
1771,1771,David Campbell Bannerman,Labour Party,53,Political Party,Great Britain
1120,1120,David Chaytor,Labour Party,53,Political Party,Great Britain
1040,1040,David Clelland,Labour Party,53,Political Party,Great Britain
1445,1445,David Davies,Labour Party,53,Political Party,Great Britain
1482,1482,David Gold,Labour Party,53,Political Party,Great Britain
