Original RegulatedEntityId,RegulatedEntityId,OriginalRegulatedEntityName,RegulatedEntityName,RegisterName,RegulatedDoneeType,RegulatedEntityType,CleanedName,Status,PoliticalParty_pdpy
2592,2592,Carlton Club,Carlton Club,Great Britain,MP - Member of Parliament,Regulated Donee,Carlton Club,,Unknown
6901,6901,Carlton Club Political Committee,Carlton Club Political Committee,Great Britain,MP - Member of Parliament,Regulated Donee,Carlton Club Political Committee,,Unknown
2866,2866,Caroline Ansell Mp,Caroline Ansell Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Caroline Ansell,Mp,Conservative
2114,2114,Catherine West Mp,Catherine West Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Catherine West,Mp,Labour
1683,1683,Charlotte Leslie Mp,Charlotte Leslie Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Charlotte Leslie,Mp,Conservative
5282,5282,Chris Law Mp,Chris Law Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Chris Law,Mp,Scottish National Party
4015,4015,Chris Leslie Mp,Chris Leslie Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Chris Leslie,Mp,Unknown
4107,4107,Christian Matheson Mp,Christian Matheson Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Christian Matheson,Mp,Labour
1025,1025,Christian Socialist Movement,Christian Socialist Movement,Great Britain,MP - Member of Parliament,Regulated Donee,Christian Socialist Movement,,Unknown
6812,6812,Christine Jardine,Christine Jardine,Great Britain,MP - Member of Parliament,Regulated Donee,Christine Jardine,,Liberal Democrat
6312,6312,Clare Haughey Msp,Clare Haughey Msp,Great Britain,MP - Member of Parliament,Regulated Donee,Clare Haughey,Msp,Unknown
1303,1303,Cllr A. A. Craig,Cllr A. A. Craig,Great Britain,MP - Member of Parliament,Regulated Donee,Cllr A. A. Craig,,Unknown
1930,1930,Cllr Clive Grunshaw,Cllr Clive Grunshaw,Great Britain,MP - Member of Parliament,Regulated Donee,Cllr Clive Grunshaw,,Unknown
1493,1493,Cllr Derek Vaughan,Cllr Derek Vaughan,Great Britain,MP - Member of Parliament,Regulated Donee,Cllr Derek Vaughan,,Unknown
4237,4237,Conor Mcginn Mp,Conor Mcginn Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Conor Mcginn,Mp,Unknown
1327,1327,Constituency Campaigning Services Board,Constituency Campaigning Services Board,Great Britain,MP - Member of Parliament,Regulated Donee,Constituency Campaigning Services Board,,Unknown
1041,1041,Dame Anne Begg Mp,Dame Anne Begg Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Anne Begg,Dame & Mp,Unknown
1123,1123,Dr Brian Iddon Mp,Dr Brian Iddon Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Brian Iddon,Dr & Mp,Labour
1864,1864,Dr Caroline Lucas Mp,Dr Caroline Lucas Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Caroline Lucas,Dr & Mp,Green Party
1653,1653,Dr Julian Huppert Mp,Dr Julian Huppert Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Julian Huppert,Dr & Mp,Liberal Democrat
1544,1544,Focus On Scotland,Focus On Scotland,Great Britain,MP - Member of Parliament,Regulated Donee,Focus On Scotland,,Unknown
1292,1292,Graham Brady Mp,Graham Brady Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Graham Brady,Mp,Conservative
3933,3933,Karl Turner Mp,Karl Turner Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Karl Turner,Mp,Labour
2858,2858,Kate Osamor Mp,Kate Osamor Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Kate Osamor,Mp,Labour
1308,1308,Kevan Jones Mp,Kevan Jones Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Kevan Jones,Mp,Labour
2831,2831,Kevin Foster Mp,Kevin Foster Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Kevin Foster,Mp,Conservative
9216,9216,Kieran Mullan,Kieran Mullan,Great Britain,MP - Member of Parliament,Regulated Donee,Kieran Mullan,,Conservative
1816,1816,Kwasi Kwarteng Mp,Kwasi Kwarteng Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Kwasi Kwarteng,Mp,Conservative
6485,6485,Labour Campaign For Human Rights,Labour Campaign For Human Rights,Great Britain,MP - Member of Parliament,Regulated Donee,Labour Campaign For Human Rights,,Unknown
8021,8021,Labour For A Public-Vote,Labour For A Public-Vote,Great Britain,MP - Member of Parliament,Regulated Donee,Labour For A Public-Vote,,Unknown
6646,6646,Leo Docherty,Leo Docherty,Great Britain,MP - Member of Parliament,Regulated Donee,Leo Docherty,,Conservative
4160,4160,Mark Spencer Mp,Mark Spencer Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Mark Spencer,Mp,Conservative
1318,1318,Mr Adam Holloway Mp,Mr Adam Holloway Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Adam Holloway,Mr & Mp,Conservative
1166,1166,Mr Bill Rammell,Mr Bill Rammell,Great Britain,MP - Member of Parliament,Regulated Donee,Bill Rammell,Mr,Labour
1151,1151,Mr Bob Blizzard Mp,Mr Bob Blizzard Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Bob Blizzard,Mr & Mp,Unknown
1425,1425,Mr Boris Johnson Mp,Mr Boris Johnson Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Boris Johnson,Mr & Mp,Conservative
1402,1402,Mr Boris Johnson Mp,Mr Boris Johnson Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Boris Johnson,Mr & Mp,Conservative
1511,1511,Mr Brian Binley Mp,Mr Brian Binley Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Brian Binley,Mr & Mp,Conservative
1442,1442,Mr Chris Bryant Mp,Mr Chris Bryant Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Chris Bryant,Mr & Mp,Labour
1681,1681,Mr Chris Heaton-Harris Mp,Mr Chris Heaton-Harris Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Chris Heaton-Harris,Mr & Mp,Conservative
6853,6853,Mr Darren Jones,Mr Darren Jones,Great Britain,MP - Member of Parliament,Regulated Donee,Darren Jones,Mr,Labour
1445,1445,Mr David Davies Mp,Mr David Davies Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Davies,Mr & Mp,Labour
1097,1097,Mr David Hamilton Mp,Mr David Hamilton Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Hamilton,Mr & Mp,Labour
1412,1412,Mr Derek Wyatt Mp,Mr Derek Wyatt Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Derek Wyatt,Mr & Mp,Labour
1361,1361,Mr Edward Vaizey Mp,Mr Edward Vaizey Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Edward Vaizey,Mr & Mp,Conservative
1490,1490,Mr Eric Joyce Mp,Mr Eric Joyce Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Eric Joyce,Mr & Mp,Labour
1819,1819,Mr Gareth R Thomas Mp,Mr Gareth R Thomas Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Gareth R Thomas,Mr & Mp,Unknown
1167,1167,Mr Gary Nicholas Streeter Mp,Mr Gary Nicholas Streeter Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Gary Nicholas Streeter,Mr & Mp,Unknown
1082,1082,Mr Gary Titley,Mr Gary Titley,Great Britain,MP - Member of Parliament,Regulated Donee,Gary Titley,Mr,Unknown
2070,2070,Mr Graham Evans Mp,Mr Graham Evans Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Graham Evans,Mr & Mp,Conservative
1148,1148,Mr Ian Davidson Mp,Mr Ian Davidson Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Ian Davidson,Mr & Mp,Labour
1100,1100,Mr Ian Hudghton,Mr Ian Hudghton,Great Britain,MP - Member of Parliament,Regulated Donee,Ian Hudghton,Mr,Unknown
2522,2522,Mr Ian Lavery Mp,Mr Ian Lavery Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Ian Lavery,Mr & Mp,Labour
1434,1434,Mr James Devine Mp,Mr James Devine Mp,Great Britain,MP - Member of Parliament,Regulated Donee,James Devine,Mr & Mp,Labour
1363,1363,Mr James Duddridge Mp,Mr James Duddridge Mp,Great Britain,MP - Member of Parliament,Regulated Donee,James Duddridge,Mr & Mp,Conservative
1498,1498,Mr Jeremy Browne Mp,Mr Jeremy Browne Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Jeremy Browne,Mr & Mp,Liberal Democrat
1600,1600,Mr Jeremy Corbyn Mp,Mr Jeremy Corbyn Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Jeremy Corbyn,Mr & Mp,Labour
1146,1146,Mr John Austin Mp,Mr John Austin Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Austin,Mr & Mp,Labour
2740,2740,Mr John Stevenson Mp,Mr John Stevenson Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Stevenson,Mr & Mp,Conservative
1042,1042,Mr John Whittingdale Mp,Mr John Whittingdale Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Whittingdale,Mr & Mp,Conservative
1868,1868,Mr Ken Macintosh Msp,Mr Ken Macintosh Msp,Great Britain,MP - Member of Parliament,Regulated Donee,Ken Macintosh,Mr & Msp,Unknown
1514,1514,Mr Mark Pritchard Mp,Mr Mark Pritchard Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Mark Pritchard,Mr & Mp,Conservative
1209,1209,Mr Mike Gapes Mp,Mr Mike Gapes Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Mike Gapes,Mr & Mp,Labour
1093,1093,Mr Nigel Evans Mp,Mr Nigel Evans Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Nigel Evans,Mr & Mp,Conservative
1253,1253,Mr Paul Goggins,Mr Paul Goggins,Great Britain,MP - Member of Parliament,Regulated Donee,Paul Goggins,Mr,Labour
1356,1356,Mr Paul Goodman,Mr Paul Goodman,Great Britain,MP - Member of Parliament,Regulated Donee,Paul Goodman,Mr,Conservative
1219,1219,Mr Paul Keetch Mp,Mr Paul Keetch Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Paul Keetch,Mr & Mp,Liberal Democrat
1901,1901,Mr Philip Hollobone Mp,Mr Philip Hollobone Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Philip Hollobone,Mr & Mp,Conservative
1680,1680,Mr Robert Halfon Mp,Mr Robert Halfon Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Robert Halfon,Mr & Mp,Conservative
1030,1030,Mr Robert Laxton,Mr Robert Laxton,Great Britain,MP - Member of Parliament,Regulated Donee,Robert Laxton,Mr,Labour
1046,1046,Mr Robert Walter Mp,Mr Robert Walter Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Robert Walter,Mr & Mp,Conservative
1083,1083,Mr Roger Godsiff Mp,Mr Roger Godsiff Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Roger Godsiff,Mr & Mp,Labour
1639,1639,Mr Rory Stewart Mp,Mr Rory Stewart Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Rory Stewart,Mr & Mp,Conservative
2224,2224,Mr Royston Smith,Mr Royston Smith,Great Britain,MP - Member of Parliament,Regulated Donee,Royston Smith,Mr,Conservative
9204,9204,Mr Sam Gyimah,Mr Sam Gyimah,Great Britain,MP - Member of Parliament,Regulated Donee,Sam Gyimah,Mr,Unknown
6865,6865,Mr Tom Arthur,Mr Tom Arthur,Great Britain,MP - Member of Parliament,Regulated Donee,Tom Arthur,Mr,Unknown
1626,1626,Mr Tom Blenkinsop Mp,Mr Tom Blenkinsop Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Tom Blenkinsop,Mr & Mp,Labour
1063,1063,Mr Tom Harris Mp,Mr Tom Harris Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Tom Harris,Mr & Mp,Unknown
1257,1257,Ms Angela Browning Mp,Ms Angela Browning Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Angela Browning,Ms & Mp,Conservative
1073,1073,Ms Ann Mckechin Mp,Ms Ann Mckechin Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Ann Mckechin,Ms & Mp,Unknown
1451,1451,Ms Barbara Keeley Mp,Ms Barbara Keeley Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Barbara Keeley,Ms & Mp,Labour
1395,1395,Ms Emily Thornberry Mp,Ms Emily Thornberry Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Emily Thornberry,Ms & Mp,Labour
6779,6779,Ms Gill Furniss Mp,Ms Gill Furniss Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Gill Furniss,Ms & Mp,Labour
6489,6489,Ms Marie Rimmer,Ms Marie Rimmer,Great Britain,MP - Member of Parliament,Regulated Donee,Marie Rimmer,Ms,Labour
5283,5283,Owen Smith Mp,Owen Smith Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Owen Smith,Mp,Labour
4099,4099,Paula Sherriff Mp,Paula Sherriff Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Paula Sherriff,Mp,Labour
1306,1306,Progress Ltd,Progress Ltd,Great Britain,MP - Member of Parliament,Regulated Donee,Progress Ltd,,Unknown
5263,5263,Rupa Huq Mp,Rupa Huq Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Rupa Huq,Mp,Labour
10267,10267,Scottish Unionist Association Trust,Scottish Unionist Association Trust,Great Britain,MP - Member of Parliament,Regulated Donee,Scottish Unionist Association Trust,,Unknown
1469,1469,The Rt Hon Andy Burnham Mp,The Rt Hon Andy Burnham Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Andy Burnham,The Rt Hon & Mp,Labour
1635,1635,The Rt Hon Andy Burnham Mp,The Rt Hon Andy Burnham Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Andy Burnham,The Rt Hon & Mp,Labour
1926,1926,The Rt Hon Caroline Flint Mp,The Rt Hon Caroline Flint Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Caroline Flint,The Rt Hon & Mp,Labour
1022,1022,The Rt Hon Charles Kennedy Mp,The Rt Hon Charles Kennedy Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Charles Kennedy,The Rt Hon & Mp,Liberal Democrat
1172,1172,The Rt Hon Chris Smith Mp,The Rt Hon Chris Smith Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Chris Smith,The Rt Hon & Mp,Unknown
1333,1333,The Rt Hon Christopher Grayling Mp,The Rt Hon Christopher Grayling Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Christopher Grayling,The Rt Hon & Mp,Unknown
1349,1349,The Rt Hon Clare Short Mp,The Rt Hon Clare Short Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Clare Short,The Rt Hon & Mp,Labour
1182,1182,The Rt Hon David Hanson Mp,The Rt Hon David Hanson Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Hanson,The Rt Hon & Mp,Labour
1079,1079,The Rt Hon David Lammy Mp,The Rt Hon David Lammy Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Lammy,The Rt Hon & Mp,Labour
1098,1098,The Rt Hon David Lidington Mp,The Rt Hon David Lidington Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Lidington,The Rt Hon & Mp,Conservative
1624,1624,The Rt Hon David Miliband Mp,The Rt Hon David Miliband Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Miliband,The Rt Hon & Mp,Labour
1590,1590,The Rt Hon David Miliband Mp,The Rt Hon David Miliband Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Miliband,The Rt Hon & Mp,Labour
1491,1491,The Rt Hon David Mundell Mp,The Rt Hon David Mundell Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Mundell,The Rt Hon & Mp,Conservative
1422,1422,The Rt Hon David Willetts Mp,The Rt Hon David Willetts Mp,Great Britain,MP - Member of Parliament,Regulated Donee,David Willetts,The Rt Hon & Mp,Conservative
1174,1174,The Rt Hon Denis Macshane Mp,The Rt Hon Denis Macshane Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Denis Macshane,The Rt Hon & Mp,Unknown
1561,1561,The Rt Hon Des Browne Mp,The Rt Hon Des Browne Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Des Browne,The Rt Hon & Mp,Unknown
1034,1034,The Rt Hon Desmond Swayne Mp,The Rt Hon Desmond Swayne Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Desmond Swayne,The Rt Hon & Mp,Conservative
1616,1616,The Rt Hon Douglas Alexander Mp,The Rt Hon Douglas Alexander Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Douglas Alexander,The Rt Hon & Mp,Labour
1035,1035,The Rt Hon Dr Liam Fox Mp,The Rt Hon Dr Liam Fox Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Liam Fox,Dr & The Rt Hon & Mp,Conservative
1623,1623,The Rt Hon Edward Balls Mp,The Rt Hon Edward Balls Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Edward Balls,The Rt Hon & Mp,Labour
1622,1622,The Rt Hon Edward Miliband Mp,The Rt Hon Edward Miliband Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Edward Miliband,The Rt Hon & Mp,Labour
1164,1164,The Rt Hon Elfyn Llwyd Mp,The Rt Hon Elfyn Llwyd Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Elfyn Llwyd,The Rt Hon & Mp,Plaid Cymru
9203,9203,The Rt Hon Esther Mcvey,The Rt Hon Esther Mcvey,Great Britain,MP - Member of Parliament,Regulated Donee,Esther Mcvey,The Rt Hon,Unknown
1235,1235,The Rt Hon Francis Maude Mp,The Rt Hon Francis Maude Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Francis Maude,The Rt Hon & Mp,Conservative
1115,1115,The Rt Hon George Osborne Mp,The Rt Hon George Osborne Mp,Great Britain,MP - Member of Parliament,Regulated Donee,George Osborne,The Rt Hon & Mp,Conservative
1033,1033,The Rt Hon Gillian Shephard,The Rt Hon Gillian Shephard,Great Britain,MP - Member of Parliament,Regulated Donee,Gillian Shephard,The Rt Hon,Conservative
1641,1641,The Rt Hon Gordon Brown Mp,The Rt Hon Gordon Brown Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Gordon Brown,The Rt Hon & Mp,Unknown
1389,1389,The Rt Hon Gordon Brown Mp,The Rt Hon Gordon Brown Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Gordon Brown,The Rt Hon & Mp,Unknown
1340,1340,The Rt Hon Greg Clark Mp,The Rt Hon Greg Clark Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Greg Clark,The Rt Hon & Mp,Conservative
1826,1826,The Rt Hon Greg Knight Mp,The Rt Hon Greg Knight Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Greg Knight,The Rt Hon & Mp,Unknown
1549,1549,The Rt Hon Gregory Barker Mp,The Rt Hon Gregory Barker Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Gregory Barker,The Rt Hon & Mp,Conservative
1386,1386,The Rt Hon Harriet Harman Qc Mp,The Rt Hon Harriet Harman Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Harriet Harman,The Rt Hon & Mp & Qc,Labour
1320,1320,The Rt Hon Harriet Harman Qc Mp,The Rt Hon Harriet Harman Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Harriet Harman,The Rt Hon & Mp & Qc,Labour
1381,1381,The Rt Hon Hazel Blears Mp,The Rt Hon Hazel Blears Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Hazel Blears,The Rt Hon & Mp,Labour
1384,1384,The Rt Hon Hilary Benn Mp,The Rt Hon Hilary Benn Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Hilary Benn,The Rt Hon & Mp,Labour
1401,1401,The Rt Hon Hugo Swire Mp,The Rt Hon Hugo Swire Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Hugo Swire,The Rt Hon & Mp,Conservative
1556,1556,The Rt Hon Ian Mccartney Mp,The Rt Hon Ian Mccartney Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Ian Mccartney,The Rt Hon & Mp,Unknown
1539,1539,The Rt Hon Jack Straw Mp,The Rt Hon Jack Straw Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Jack Straw,The Rt Hon & Mp,Unknown
1286,1286,The Rt Hon James Arbuthnot Mp,The Rt Hon James Arbuthnot Mp,Great Britain,MP - Member of Parliament,Regulated Donee,James Arbuthnot,The Rt Hon & Mp,Conservative
1047,1047,The Rt Hon James Paice Mp,The Rt Hon James Paice Mp,Great Britain,MP - Member of Parliament,Regulated Donee,James Paice,The Rt Hon & Mp,Conservative
1261,1261,The Rt Hon James Purnell Mp,The Rt Hon James Purnell Mp,Great Britain,MP - Member of Parliament,Regulated Donee,James Purnell,The Rt Hon & Mp,Labour
1535,1535,The Rt Hon Jennifer Willott Mp,The Rt Hon Jennifer Willott Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Jennifer Willott,The Rt Hon & Mp,Liberal Democrat
1332,1332,The Rt Hon Jeremy Hunt Mp,The Rt Hon Jeremy Hunt Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Jeremy Hunt,The Rt Hon & Mp,Conservative
1802,1802,The Rt Hon Jim Murphy Mp,The Rt Hon Jim Murphy Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Jim Murphy,The Rt Hon & Mp,Unknown
1350,1350,The Rt Hon John Bercow Mp,The Rt Hon John Bercow Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Bercow,The Rt Hon & Mp,Conservative
1632,1632,The Rt Hon John Hayes Mp,The Rt Hon John Hayes Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Hayes,The Rt Hon & Mp,Conservative
1542,1542,The Rt Hon John Prescott Mp,The Rt Hon John Prescott Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Prescott,The Rt Hon & Mp,Labour
1087,1087,The Rt Hon John Redwood Mp,The Rt Hon John Redwood Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Redwood,The Rt Hon & Mp,Conservative
1298,1298,The Rt Hon John Spellar Mp,The Rt Hon John Spellar Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Spellar,The Rt Hon & Mp,Labour
1156,1156,The Rt Hon John Thurso Mp,The Rt Hon John Thurso Mp,Great Britain,MP - Member of Parliament,Regulated Donee,John Thurso,The Rt Hon & Mp,Liberal Democrat
1270,1270,The Rt Hon Kenneth Clarke Qc Mp,The Rt Hon Kenneth Clarke Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Kenneth Clarke,The Rt Hon & Mp & Qc,Conservative
1271,1271,The Rt Hon Kenneth Clarke Qc Mp,The Rt Hon Kenneth Clarke Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Kenneth Clarke,The Rt Hon & Mp & Qc,Conservative
1541,1541,The Rt Hon Liam Byrne Mp,The Rt Hon Liam Byrne Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Liam Byrne,The Rt Hon & Mp,Labour
1399,1399,The Rt Hon Lynne Featherstone Mp,The Rt Hon Lynne Featherstone Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Lynne Featherstone,The Rt Hon & Mp,Liberal Democrat
1578,1578,The Rt Hon Malcolm Wicks Mp,The Rt Hon Malcolm Wicks Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Malcolm Wicks,The Rt Hon & Mp,Labour
1553,1553,The Rt Hon Margaret Beckett Mp,The Rt Hon Margaret Beckett Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Margaret Beckett,The Rt Hon & Mp,Labour
1411,1411,The Rt Hon Mark Francois Mp,The Rt Hon Mark Francois Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Mark Francois,The Rt Hon & Mp,Conservative
1355,1355,The Rt Hon Mark Simmonds Mp,The Rt Hon Mark Simmonds Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Mark Simmonds,The Rt Hon & Mp,Conservative
1677,1677,The Rt Hon Matthew Hancock Mp,The Rt Hon Matthew Hancock Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Matthew Hancock,The Rt Hon & Mp,Conservative
1208,1208,The Rt Hon Michael Ancram Qc Mp,The Rt Hon Michael Ancram Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Michael Ancram,The Rt Hon & Mp & Qc,Conservative
1177,1177,The Rt Hon Michael Ancram Qc Mp,The Rt Hon Michael Ancram Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Michael Ancram,The Rt Hon & Mp & Qc,Conservative
1039,1039,The Rt Hon Michael Denzil Xavier Portillo Mp,The Rt Hon Michael Denzil Xavier Portillo Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Michael Denzil Xavier Portillo,The Rt Hon & Mp,Unknown
1371,1371,The Rt Hon Michael Fallon Mp,The Rt Hon Michael Fallon Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Michael Fallon,The Rt Hon & Mp,Conservative
1312,1312,The Rt Hon Michael Howard Mp,The Rt Hon Michael Howard Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Michael Howard,The Rt Hon & Mp,Conservative
1301,1301,The Rt Hon Michael Martin Mp,The Rt Hon Michael Martin Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Michael Martin,The Rt Hon & Mp,Labour
1264,1264,The Rt Hon Michael Moore Mp,The Rt Hon Michael Moore Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Michael Moore,The Rt Hon & Mp,Liberal Democrat
1510,1510,The Rt Hon Mike Penning Mp,The Rt Hon Mike Penning Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Mike Penning,The Rt Hon & Mp,Unknown
1329,1329,The Rt Hon Nicholas Brown Mp,The Rt Hon Nicholas Brown Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Nicholas Brown,The Rt Hon & Mp,Labour
1408,1408,The Rt Hon Nick Clegg Mp,The Rt Hon Nick Clegg Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Nick Clegg,The Rt Hon & Mp,Unknown
1358,1358,The Rt Hon Nick Clegg Mp,The Rt Hon Nick Clegg Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Nick Clegg,The Rt Hon & Mp,Unknown
1335,1335,The Rt Hon Nick Herbert Mp,The Rt Hon Nick Herbert Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Nick Herbert,The Rt Hon & Mp,Conservative
1840,1840,The Rt Hon Nicky Morgan Mp,The Rt Hon Nicky Morgan Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Nicky Morgan,The Rt Hon & Mp,Conservative
2081,2081,The Rt Hon Norman Lamb Mp,The Rt Hon Norman Lamb Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Norman Lamb,The Rt Hon & Mp,Liberal Democrat
1546,1546,The Rt Hon Oliver Letwin Mp,The Rt Hon Oliver Letwin Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Oliver Letwin,The Rt Hon & Mp,Conservative
1153,1153,The Rt Hon Paul Burstow Mp,The Rt Hon Paul Burstow Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Paul Burstow,The Rt Hon & Mp,Liberal Democrat
1260,1260,The Rt Hon Peter Hain Mp,The Rt Hon Peter Hain Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Peter Hain,The Rt Hon & Mp,Labour
1378,1378,The Rt Hon Peter Hain Mp,The Rt Hon Peter Hain Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Peter Hain,The Rt Hon & Mp,Labour
1113,1113,The Rt Hon Peter Lilley Mp,The Rt Hon Peter Lilley Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Peter Lilley,The Rt Hon & Mp,Conservative
